,word,count
22701,evangélicas,1
22702,organiza,1
22703,excuídos,1
22704,fingidas,1
22705,resposáveis,1
22706,expandem,1
22707,visiabilidade,1
22708,ansiedade.ademais,1
22709,ameaçadores,1
22710,governou,1
22711,regências,1
22712,desdobramentos,1
22713,reivindicaram,1
22714,maximiza,1
22715,maquiados,1
22716,julgá-la,1
22717,torná-la,1
22718,reembolso,1
22719,ficaremos,1
22720,ficaríamos,1
22721,tentemos,1
22722,caríssimas,1
22723,agredí-las,1
22724,11mil,1
22725,cumprimentada,1
22726,tentariam,1
22727,software,1
22728,depoimento,1
22729,movem,1
22730,escravisadas,1
22731,cedido,1
22732,desencorajar,1
22733,desfavoráveis,1
22734,selecionando,1
22735,descuidadamente,1
22736,incentivando-os,1
22737,tinta,1
22738,reprimia,1
22739,obteram,1
22740,guando,1
22741,calcasianos,1
22742,ido,1
22743,britânico,1
22744,expandimento,1
22745,intenssão,1
22746,nã,1
22747,chacota,1
22748,dominicana,1
22749,provando-se,1
22750,deiamos,1
22751,pssamos,1
22752,eles.juntas,1
22753,lixieros,1
22754,despersabidos,1
22755,instituído,1
22756,aproximados,1
22757,dedicada,1
22758,orçamentos,1
22759,ressentem,1
22760,2025,1
22761,outorgada,1
22762,pressionado,1
22763,alia,1
22764,ressaltam,1
22765,espinha,1
22766,dorsal,1
22767,desonerando,1
22768,custeio,1
22769,tod,1
22770,intermodal,1
22771,procrastinação,1
22772,abolicionista,1
22773,desgastantes,1
22774,16º,1
22775,etransport,1
22776,fetransrio,1
22777,8ª,1
22778,pertencimento,1
22779,brt,1
22780,apresentando-se,1
22781,1948,1
22782,difundiu,1
22783,escravos.mesmo,1
22784,sociedade.isso,1
22785,negros.daquela,1
22786,provovidas,1
22787,locomoção.de,1
22788,ausentar,1
22789,cidadão.porém,1
22790,artisticos,1
22791,publicando,1
22792,esolas,1
22793,publicitário,1
22794,dispensável,1
22795,trânsito.e,1
22796,aquaviários,1
22797,machucam,1
22798,restringi-lá,1
22799,abandonam-os,1
22800,nicho,1
22801,variós,1
22802,rappers,1
22803,interpessoal,1
22804,pertençam,1
22805,instrumentalizado,1
22806,cultivem,1
22807,saberes,1
22808,personalizando,1
22809,trocarmos,1
22810,''memes,1
22811,impulsionarem,1
22812,extensas,1
22813,complicado.uma,1
22814,inconformidades,1
22815,apelativas,1
22816,incomodo,1
22817,desestimuladas,1
22818,combinações,1
22819,adotiva,1
22820,ascendente,1
22821,estrategicamente,1
22822,jogada,1
22823,convincente,1
22824,descontroladora,1
22825,falecerem,1
22826,insconsciente,1
22827,repercutiu,1
22828,esclareça,1
22829,psicotrópicas,1
22830,desenhar,1
22831,lâminas,1
22832,aposentos,1
22833,conscietizar,1
22834,suicidarem,1
22835,desnorteada,1
22836,desligamento,1
22837,nescessaria,1
22838,conscientizãodão,1
22839,artisitiscos,1
22840,expressar-se,1
22841,situa,1
22842,priorizam,1
22843,abracando,1
22844,dificlmente,1
22845,avancados,1
22846,''zé,1
22847,''ready,1
22848,dadaismo,1
22849,ingressao,1
22850,inversao,1
22851,lotar,1
22852,vitimizacao,1
22853,estrupadores,1
22854,justica,1
22855,terminassem,1
22856,doacoes,1
22857,resgata-los,1
22858,farmas,1
22859,facamos,1
22860,sedimentado,1
22861,perdedora,1
22862,fogueiras,1
22863,subulgado,1
22864,nativismo,1
22865,diferenciem,1
22866,baseado-se,1
22867,combustiveis,1
22868,tecnicamente,1
22869,made,1
22870,multidões,1
22871,jogá-los,1
22872,''bastidores,1
22873,adentrassem,1
22874,dedicasse,1
22875,tirasse,1
22876,orienta-los,1
22877,intrometer,1
22878,atuado,1
22879,previsível,1
22880,atente-se,1
22881,impregna,1
22882,probleminha,1
22883,invisisibilidade,1
22884,''popular,1
22885,pertecem,1
22886,alegações,1
22887,perambular,1
22888,ilicito,1
22889,''populares,1
22890,pedirem,1
22891,''excluidos,1
22892,ocasiao,1
22893,academica,1
22894,''excluido,1
22895,''prontos,1
22896,cansativa,1
22897,asseguração,1
22898,vê-las,1
22899,políticada,1
22900,realizou-se,1
22901,mortos.algo,1
22902,desfarçar,1
22903,acção,1
22904,desembocou,1
22905,englobem,1
22906,provocados,1
22907,ascessado,1
22908,fina,1
22909,nu,1
22910,diferente.todavia,1
22911,greco,1
22912,queles,1
22913,selecionam,1
22914,valetas,1
22915,dificiencia,1
22916,alombadas,1
22917,buscarão,1
22918,william,1
22919,james,1
22920,dento,1
22921,predomivana,1
22922,sinas,1
22923,reenvidicar,1
22924,pretendia,1
22925,acompanho,1
22926,horrendas,1
22927,massacraram,1
22928,drag,1
22929,vittar,1
22930,sucessivamente,1
22931,perdão,1
22932,impressionantemente,1
22933,tramita,1
22934,coatidiana,1
22935,26,1
22936,ajudareste,1
22937,burlado,1
22938,originas,1
22939,letra,1
22940,gurpo,1
22941,romoção,1
22942,repudiaram,1
22943,burle,1
22944,fluorecentes,1
22945,intimadas,1
22946,pagarão,1
22947,lâmpadas,1
22948,ingrato,1
22949,incurável,1
22950,perseguida,1
22951,misturados,1
22952,segunda-feira,1
22953,comemoração,1
22954,exigirá,1
22955,fôssemos,1
22956,regularizada,1
22957,inibisse,1
22958,quntidade,1
22959,privilegie,1
22960,desestruturado,1
22961,oposições,1
22962,substitui-se,1
22963,realistas,1
22964,legalizarmos,1
22965,deverias,1
22966,grosseria,1
22967,ofenderem,1
22968,fundamenta-se,1
22969,obrigarem,1
22970,avos,1
22971,melhorassem,1
22972,solitário,1
22973,''ruim,1
22974,desiste,1
22975,absorvido,1
22976,absorvidas,1
22977,solucinar,1
22978,corresponderá,1
22979,demografia,1
22980,determinadora,1
22981,isonomia,1
22982,marchar,1
22983,perseguindo,1
22984,separem,1
22985,velozo,1
22986,cantar,1
22987,travado,1
22988,parâmetro,1
22989,utiliza-los,1
22990,minimalisa,1
22991,mostrariam,1
22992,lita,1
22993,gerenciados,1
22994,lotada,1
22995,embarcar,1
22996,privarem,1
22997,abrangendo-se,1
22998,perceptivelmente,1
22999,evitavel,1
23000,conscientizá-los,1
23001,luxuosa,1
23002,aproveitarem,1
23003,espelhada,1
23004,concorra,1
23005,supondo,1
23006,preeconceito,1
23007,emitam,1
23008,fosseis,1
23009,rodoviarios,1
23010,agravacao,1
23011,rejem,1
23012,multua,1
23013,carrosel,1
23014,inimigas,1
23015,sbt,1
23016,cidadõas,1
23017,involuntáriamente,1
23018,giovana,1
23019,postanto,1
23020,segurado,1
23021,encontrem-se,1
23022,anestésica,1
23023,responsabilizem,1
23024,consumi-los,1
23025,colocando-nos,1
23026,acorrentadas,1
23027,representas,1
23028,começão,1
23029,desfilam,1
23030,desfile,1
23031,aplaude,1
23032,intitucionais,1
23033,criticadas,1
23034,comprimentam,1
23035,penintenciarias,1
23036,preídios,1
23037,desrespeitem,1
23038,''abandono,1
23039,remunerariam,1
23040,koch,1
23041,g3sg1,1
23042,avancosna,1
23043,regulamente,1
23044,ficanceira,1
23045,preocupacoes,1
23046,aproximando-se,1
23047,fez-se,1
23048,reordenamento,1
23049,emergiu,1
23050,possibilidade/,1
23051,prostituição,1
23052,movendo-se,1
23053,descontamento,1
23054,antidrogas,1
23055,investimendo,1
23056,responssavel,1
23057,disponiblização,1
23058,salvadora,1
23059,center,1
23060,secretário,1
23061,encarcera,1
23062,veses,1
23063,passionais,1
23064,estudarmos,1
23065,estrupos,1
23066,confortos,1
23067,parabenizou,1
23068,autalidade,1
23069,experimentaram,1
23070,entediados,1
23071,aturam,1
23072,certifique-se,1
23073,aparatos,1
23074,vigiando,1
23075,invejas,1
23076,voluntárias,1
23077,xingou,1
23078,jogou,1
23079,ergueu,1
23080,adquiri-los,1
23081,arames,1
23082,protegeram,1
23083,penalmente,1
23084,acréscimo,1
23085,prejudica-se,1
23086,afeta-se,1
23087,mereça,1
23088,responsabilizados,1
23089,praticando-a,1
23090,passiatas,1
23091,envolverem,1
23092,carecer,1
23093,satisfeta,1
23094,merenda,1
23095,floras,1
23096,atendê-los,1
23097,uteis,1
23098,consientização,1
23099,sálario,1
23100,destruam,1
23101,organize,1
23102,criminosidade,1
23103,utilizalos,1
23104,refréns,1
23105,passiata,1
23106,homenageam,1
23107,faunas,1
23108,elimina,1
23109,desdobra,1
23110,ramificações,1
23111,pronunciamento,1
23112,poluidas,1
23113,articulistas,1
23114,editoriais,1
23115,estrangeiras,1
23116,degradados,1
23117,new,1
23118,vibrante,1
23119,destrutivo,1
23120,heckler,1
23121,rendia,1
23122,balanco,1
23123,punicoes,1
23124,gostarão,1
23125,enscinar,1
23126,''diferentes,1
23127,infima,1
23128,corrupcao,1
23129,consideracao,1
23130,precedido,1
23131,coletanea,1
23132,re-afirmar,1
23133,efeituada,1
23134,aplicacao,1
23135,espaco,1
23136,desnescessários,1
23137,orgaos,1
23138,cenario,1
23139,manejo,1
23140,ambulancias,1
23141,regiao,1
23142,pavimentacao,1
23143,contrucao,1
23144,forcas,1
23145,camburoes,1
23146,reparando,1
23147,revisando,1
23148,causas/,1
23149,estupidos,1
23150,distribuicao,1
23151,residencia,1
23152,mental/psicologico,1
23153,discipline,1
23154,obrigatoria,1
23155,cataloga-lo,1
23156,pao,1
23157,intimidalos,1
23158,maniaco,1
23159,cruze,1
23160,arriscam,1
23161,poiliciais,1
23162,sencacionaliza,1
23163,mira,1
23164,inquieto,1
23165,decisoes,1
23166,forca,1
23167,latrocinio,1
23168,sensacionalizam,1
23169,defina,1
23170,trona,1
23171,sensacao,1
23172,rouba-las,1
23173,brevemente,1
23174,cidadoes,1
23175,casa/estabelecimento,1
23176,inflacao,1
23177,nacinal,1
23178,tomariam,1
23179,internalizar,1
23180,frebre,1
23181,atingiria,1
23182,polemica,1
23183,manifestacoes,1
23184,especificio,1
23185,contrutivo,1
23186,discussao,1
23187,indignacao,1
23188,adocão,1
23189,concientizariam,1
23190,suor,1
23191,laia,1
23192,discussoes,1
23193,conduziríam,1
23194,re-conhecimento,1
23195,contribuicões,1
23196,gazeta,1
23197,mizeros,1
23198,restrinjam,1
23199,situacão,1
23200,cabeca,1
23201,educacão,1
23202,parasita,1
23203,chute,1
23204,infestacao,1
23205,discorde,1
23206,miseria,1
23207,juntavam,1
23208,solucao,1
23209,afentando,1
23210,intervencao,1
23211,doméstic,1
23212,bani-las,1
23213,agravando-se,1
23214,comercializa,1
23215,vivél,1
23216,famigerada,1
23217,testada,1
23218,pós-2013/2014,1
23219,arrecadacao,1
23220,coitado,1
23221,disputavam,1
23222,guerreavam,1
23223,famigerados,1
23224,''textoes,1
23225,espartanos,1
23226,ibope,1
23227,raca,1
23228,opcao,1
23229,australianos,1
23230,paulistanos/sulistas,1
23231,engracado,1
23232,queen,1
23233,aldultos,1
23234,interferiria,1
23235,imprecidível,1
23236,aumentor,1
23237,choca,1
23238,portinari,1
23239,descansada,1
23240,degeneração,1
23241,maternos,1
23242,certidões,1
23243,conhecê-los,1
23244,cândido,1
23245,idealizam,1
23246,moldamos,1
23247,mobilizadas,1
23248,idealizava,1
23249,extraordinária,1
23250,retirantes,1
23251,admisnistram,1
23252,unissem,1
23253,escavos,1
23254,contrapontos,1
23255,falsamente,1
23256,provocamos,1
23257,focamos,1
23258,basear-se,1
23259,inacreditáveis,1
23260,nítidamente,1
23261,mudamça,1
23262,mindo,1
23263,suscitar,1
23264,cósmica,1
23265,pagará,1
23266,pressas,1
23267,destreza,1
23268,co,1
23269,precisará,1
23270,glória,1
23271,forneça,1
23272,desertão,1
23273,ensinando-nos,1
23274,surido,1
23275,entendo,1
23276,explodindo,1
23277,apoiamos,1
23278,seguirá,1
23279,assemelharíamos,1
23280,dilapidar,1
23281,faría,1
23282,permuta,1
23283,tememos,1
23284,combinada,1
23285,salvou,1
23286,acreditaram,1
23287,aviões,1
23288,voarem,1
23289,índio,1
23290,escondermos,1
23291,compactuemos,1
23292,involuntárias,1
23293,caloroso,1
23294,cidadãoes,1
23295,1835,1
23296,islâmica,1
23297,eternizado,1
23298,promissores,1
23299,alinhamento,1
23300,cuba,1
23301,subordinado,1
23302,máfias,1
23303,enriquecendo,1
23304,amargamente,1
23305,vingativos,1
23306,regulamentados,1
23307,cavalos,1
23308,delineamento,1
23309,amava,1
23310,reproduzindo,1
23311,houvem,1
23312,envergonhando,1
23313,copiada,1
23314,colada,1
23315,resolvê-lo,1
23316,dentes,1
23317,qué,1
23318,exaltado,1
23319,gauche,1
23320,ajustando,1
23321,agravação,1
23322,nissa,1
23323,leão,1
23324,oitava,1
23325,conspirava,1
23326,suns,1
23327,ativades,1
23328,colisões,1
23329,ocasionamos,1
23330,ensinar-mos,1
23331,neoliberais,1
23332,artisticamente,1
23333,modernizações,1
23334,welfare,1
23335,state,1
23336,sócrates,1
23337,pólis,1
23338,desfacaldas,1
23339,fadado,1
23340,socrática,1
23341,balé,1
23342,locomoçãopelos,1
23343,burocraticos,1
23344,confeccionarmos,1
23345,sobrenatural,1
23346,condutor,1
23347,verbo,1
23348,sac,1
23349,vigências,1
23350,pressionadas,1
23351,impossiveis,1
23352,homossexul,1
23353,bravura,1
23354,xa,1
23355,encantou,1
23356,façanha,1
23357,domina-lo,1
23358,confinamento,1
23359,xingada,1
23360,adversária,1
23361,verdadoero,1
23362,jackie,1
23363,robinson,1
23364,major,1
23365,basebol,1
23366,tenista,1
23367,ensina-las,1
23368,famia,1
23369,bloqueia,1
23370,carinhosa,1
23371,ingenuos,1
23372,incosiente,1
23373,ultilizando,1
23374,geracão,1
23375,entusiasmo,1
23376,barcos,1
23377,estabeleçam,1
23378,lidem,1
23379,anti-bullying,1
23380,resistencia,1
23381,seguires,1
23382,atribuídas,1
23383,ciberbullying,1
23384,mutuo,1
23385,semtntodo,1
23386,vinculo,1
23387,dar-nos,1
23388,devias,1
23389,citando,1
23390,facial,1
23391,rejeitar,1
23392,entrevistas,1
23393,demissões,1
23394,firma,1
23395,planeje,1
23396,apresentamos,1
23397,resultava,1
23398,suprem,1
23399,pt,1
23400,psdb,1
23401,dezena,1
23402,conhece-lá,1
23403,conjugar,1
23404,uniria,1
23405,bálsamo,1
23406,destrundo,1
23407,mexendo,1
23408,movimentaria,1
23409,coreografia,1
23410,malfeitores,1
23411,gravata,1
23412,citou,1
23413,sobreviveria,1
23414,sexualiza,1
23415,viveria,1
23416,performances,1
23417,despertará,1
23418,concisa,1
23419,jovebs,1
23420,reagiu,1
23421,carnificina,1
23422,matá-los,1
23423,pulverizados,1
23424,esqueceram,1
23425,recusados,1
23426,maternal,1
23427,colherão,1
23428,socedade,1
23429,igualem,1
23430,alckmin,1
23431,delá,1
23432,ajuda-os,1
23433,abismo,1
23434,erroniamente,1
23435,ignora-la,1
23436,convocamos,1
23437,proliferará,1
23438,fraldas,1
23439,eleitor,1
23440,interitavidade,1
23441,icônica,1
23442,habituando,1
23443,off,1
23444,possuirão,1
23445,geraldo,1
23446,incompatilibidade,1
23447,transformanos,1
23448,instigada,1
23449,monótona,1
23450,localizar,1
23451,coloridas,1
23452,comple,1
23453,av,1
23454,turístico,1
23455,instalou,1
23456,compartilha-la,1
23457,comercios,1
23458,desgasto,1
23459,debatendo,1
23460,dianteira,1
23461,amarrados,1
23462,culturalmente.acreditar,1
23463,perpetuem,1
23464,auxiliaram,1
23465,integrou,1
23466,vistoriar,1
23467,elaborou,1
23468,formariam,1
23469,monitorando,1
23470,imitações,1
23471,agredi-lo,1
23472,confrontado,1
23473,cantava,1
23474,encará-los,1
23475,sedutor,1
23476,invisíveis.outro,1
23477,break,1
23478,motivando,1
23479,pré-capitalistas,1
23480,prison,1
23481,superendividamento,1
23482,desmoderado,1
23483,dustin,1
23484,divergênciase,1
23485,seixas,1
23486,prefiro,1
23487,labutam,1
23488,søren,1
23489,acessado,1
23490,cadastrado,1
23491,beira,1
23492,falsificado,1
23493,"300,00",1
23494,conectar-se,1
23495,sobrepõem,1
23496,maldosamente,1
23497,kierkegard,1
23498,pertercendo,1
23499,consgio,1
23500,retrospectiva,1
23501,legitmiar,1
23502,cordiais,1
23503,solidificando,1
23504,viven-ciar,1
23505,incomodados,1
23506,diferênças,1
23507,xi,1
23508,simpatizam,1
23509,dominio,1
23510,eleita,1
23511,obdece,1
23512,médias,1
23513,mecânica,1
23514,televisionados,1
23515,desintegração,1
23516,assumidamente,1
23517,langdon,1
23518,infratoras,1
23519,encerrará,1
23520,dirá,1
23521,leandro,1
23522,impedirá,1
23523,cúmplices,1
23524,mário,1
23525,violentes,1
23526,perdendo-se,1
23527,concedidas,1
23528,conversações,1
23529,sophie,1
23530,vibrar,1
23531,on-lines,1
23532,visada,1
23533,persons,1
23534,drumond,1
23535,referia,1
23536,caduco,1
23537,talcott,1
23538,seguidas/alcançadas,1
23539,atualizarem,1
23540,proficional,1
23541,criptóloga,1
23542,neveau,1
23543,governentes,1
23544,atenas,1
23545,nerd,1
23546,pertenciam,1
23547,bruxos,1
23548,prescrito,1
23549,destaca-se,1
23550,vivencias,1
23551,inquisição,1
23552,apoiarmos,1
23553,exclarecer,1
23554,restringirá,1
23555,supracitadas,1
23556,inidentifica,1
23557,narrativa,1
23558,demonizado,1
23559,calculados,1
23560,satanismo,1
23561,divindade,1
23562,confudida,1
23563,causarão,1
23564,escuta-se,1
23565,intriga,1
23566,estrageirimos,1
23567,pentágono,1
23568,equivocadamente,1
23569,telegramas,1
23570,mutua,1
23571,ouvindo,1
23572,solidario,1
23573,depondo,1
23574,apresentadores,1
23575,salvo,1
23576,31°,1
23577,comenta,1
23578,indicies,1
23579,luxuosos,1
23580,planejando,1
23581,partidarias,1
23582,fundadas,1
23583,acomodar,1
23584,desmerecendo,1
23585,enriquecerem,1
23586,aniquilando,1
23587,guiandos-nos,1
23588,caratér,1
23589,desacreditados,1
23590,resolve-los,1
23591,descolocados,1
23592,enfraquecer,1
23593,antecipação,1
23594,compra-las,1
23595,reintrodução,1
23596,estendem,1
23597,ultizar-se,1
23598,nóis,1
23599,liberarem,1
23600,facilmenten,1
23601,pluridade,1
23602,compreendermos,1
23603,essese,1
23604,duelo,1
23605,internauta,1
23606,cobertores,1
23607,carrasco,1
23608,discuso,1
23609,proceso,1
23610,ocorro,1
23611,presente-ala,1
23612,homogenização,1
23613,ocassiões,1
23614,lirismo,1
23615,tédio,1
23616,saciada,1
23617,sonhado,1
23618,pertencemos,1
23619,interconectou,1
23620,prolongamento,1
23621,demasiadas,1
23622,nota-la,1
23623,goulart,1
23624,recolocação,1
23625,ensina-nos,1
23626,medrosos,1
23627,funcionariam,1
23628,aludem,1
23629,levantada,1
23630,referencia,1
23631,reformulados,1
23632,readaptado,1
23633,proxímo,1
23634,mundando,1
23635,distruibuídos,1
23636,cabida,1
23637,proxima,1
23638,fiscalizando,1
23639,revolucionarmos,1
23640,tudor,1
23641,chocou,1
23642,entregando,1
23643,tenda,1
23644,desobedecem,1
23645,licitações,1
23646,trata-los,1
23647,defeciências,1
23648,inseparáveis,1
23649,estacionam,1
23650,medias,1
23651,acentuam,1
23652,estruturam,1
23653,apegam,1
23654,antecede,1
23655,palavrão,1
23656,exigencias,1
23657,governa,1
23658,vacinação,1
23659,acompanhavam,1
23660,tropicais,1
23661,indiferenças,1
23662,reina,1
23663,relacionando-as,1
23664,desagradaveis,1
23665,impulsionada,1
23666,hobbens,1
23667,acarretando-nos,1
23668,desacreditam,1
23669,ajustarem,1
23670,irrevelâncias,1
23671,sinalizando,1
23672,obstruindo,1
23673,preocupar-se,1
23674,controladora,1
23675,irrevelância,1
23676,perderão,1
23677,revelavam,1
23678,minas,1
23679,popualção,1
23680,transformadas,1
23681,afetariam,1
23682,rodiando-os,1
23683,superior.deste,1
23684,urbanizados,1
23685,secas,1
23686,fabiano,1
23687,decidissem,1
23688,supervisem,1
23689,sujeiras,1
23690,atribuí-se,1
23691,vestindo,1
23692,tradução,1
23693,alone,1
23694,sociologias,1
23695,not,1
23696,are,1
23697,you,1
23698,comunitarias,1
23699,dizimar,1
23700,supernatural,1
23701,erradica,1
23702,asseguradas,1
23703,queríamos,1
23704,corrompem,1
23705,cansável,1
23706,interestelar,1
23707,recombinar,1
23708,incomparável,1
23709,woods,1
23710,soar,1
23711,distribuídas,1
23712,ameaçadora,1
23713,desvalorizaram,1
23714,bários,1
23715,.todo,1
23716,obesas,1
23717,sedentária,1
23718,sufoco,1
23719,pausa,1
23720,minino,1
23721,tratatem,1
23722,içou,1
23723,chocado,1
23724,chocaram,1
23725,morem,1
23726,apartamentos,1
23727,registado,1
23728,recriminavam,1
23729,arianos,1
23730,mestiços,1
23731,alastraram,1
23732,injuriar,1
23733,imparavel,1
23734,pessas,1
23735,descarga,1
23736,vedade,1
23737,assistimos,1
23738,desempenhará,1
23739,degradável,1
23740,modificará,1
23741,rodam,1
23742,reconhecível,1
23743,traumatizantes,1
23744,eh,1
23745,contraíram,1
23746,entendamos,1
23747,encerrá-,1
23748,alavancou,1
23749,constatadas,1
23750,industrializações,1
23751,mizéria,1
23752,sofremccom,1
23753,lada,1
23754,indisponibilidade,1
23755,pilotados,1
23756,bêbados,1
23757,socil,1
23758,representaras,1
23759,sonharam,1
23760,altistas,1
23761,antingir,1
23762,constituindo,1
23763,distrair-se,1
23764,conspurcam,1
23765,faze-,1
23766,preconceio,1
23767,aclamada,1
23768,trabalhares,1
23769,fridays,1
23770,tiger,1
23771,pelé,1
23772,respresentam,1
23773,invalida,1
23774,jordan,1
23775,adoecerem,1
23776,cessado,1
23777,participava,1
23778,recista,1
23779,titudes,1
23780,considerava,1
23781,promovessem,1
23782,desafiam,1
23783,medícos,1
23784,absolvidas,1
23785,descalços,1
23786,glúten,1
23787,morde,1
23788,refazem,1
23789,desencadearam,1
23790,serpente,1
23791,encontra-,1
23792,lás,1
23793,confrontam,1
23794,mobiliadas,1
23795,demitidas,1
23796,mundinho,1
23797,beneficiaria,1
23798,.nunca,1
23799,.somos,1
23800,ingluenciados,1
23801,aplicaria,1
23802,chuang,1
23803,tragedias,1
23804,garantirar,1
23805,doa,1
23806,nenhumas,1
23807,preços.melhoras,1
23808,continuando,1
23809,desagregam,1
23810,.aquilo,1
23811,vivas,1
23812,legalizais,1
23813,amenizariam,1
23814,carretaria,1
23815,emmanuel,1
23816,.colocaria,1
23817,descreverem,1
23818,acumulado,1
23819,dramáticamente,1
23820,absolutas,1
23821,acab,1
23822,tzu,1
23823,didático,1
23824,sagrado,1
23825,desprazer,1
23826,românticos,1
23827,diminuirem,1
23828,deslegitimando,1
23829,focavam,1
23830,programações,1
23831,confirmar,1
23832,examinar,1
23833,segue-se,1
23834,frenquentes,1
23835,reposta,1
23836,fechamentos,1
23837,subida,1
23838,pesso,1
23839,defasados,1
23840,ateniense,1
23841,convencionalmente,1
23842,detectar,1
23843,excedesse,1
23844,produzimos,1
23845,construímos,1
23846,pertencia,1
23847,homenagens,1
23848,lute,1
23849,.desmerecendo,1
23850,responsabilizado,1
23851,sufocar,1
23852,referendada,1
23853,arredondar,1
23854,sólida,1
23855,prejeto,1
23856,vemo-os,1
23857,tarabalhadores,1
23858,conservem,1
23859,.na,1
23860,1967,1
23861,167,1
23862,descrevia,1
23863,compreendidos,1
23864,reprováveis,1
23865,vemdedores,1
23866,praticidades,1
23867,consolide,1
23868,reificados,1
23869,desequilibrados,1
23870,britânicas,1
23871,educadora,1
23872,aves,1
23873,generoso,1
23874,diferenciador,1
23875,reificado,1
23876,quepe,1
23877,disperdissado,1
23878,esquipes,1
23879,mantidas,1
23880,valoreis,1
23881,implacável,1
23882,divina,1
23883,cri-me,1
23884,famila,1
23885,esperimentar,1
23886,acusadores,1
23887,amais,1
23888,gorverno,1
23889,invade,1
23890,constatação,1
23891,avesso,1
23892,inimiga,1
23893,guardiã,1
23894,invelhessem,1
23895,pré-determinar,1
23896,acusarem,1
23897,emancipadores,1
23898,fomentação,1
23899,pensá-los,1
23900,garantirmos,1
23901,reprovável,1
23902,fomento,1
23903,relevam,1
23904,proficionalisantes,1
23905,vagar,1
23906,reprodutiva,1
23907,transpõe,1
23908,gradativas,1
23909,"31,04",1
23910,passiva,1
23911,"1,14",1
23912,sólido,1
23913,injustiçadas,1
23914,reportados,1
23915,"22,39",1
23916,reorganize,1
23917,porta-voz,1
23918,consagradas,1
23919,human,1
23920,patrocinadas,1
23921,incitando,1
23922,"64,13",1
23923,sugeridos,1
23924,friamente,1
23925,radicalistas,1
23926,desejasse,1
23927,testemunhar,1
23928,observa-lá,1
23929,readaptar,1
23930,acampadas,1
23931,partilharem,1
23932,tendendo,1
23933,multipolaridade,1
23934,encurralado,1
23935,inefetividade,1
23936,discursões,1
23937,experimentem,1
23938,aconomicas,1
23939,declarada,1
23940,praticando-o,1
23941,malefeitos,1
23942,repeitadas,1
23943,cadáver,1
23944,menospreze,1
23945,vangloriando,1
23946,repete-se,1
23947,admira-lás,1
23948,coloquem,1
23949,fossas,1
23950,economistas,1
23951,vigilantes,1
23952,indecente,1
23953,descentes,1
23954,pesando,1
23955,defasaram,1
23956,superfluidades,1
23957,influenciaram,1
23958,deficit,1
23959,internacionalmente,1
23960,liberaram,1
23961,receberá,1
23962,analítica,1
23963,afetividade,1
23964,extensiva,1
23965,coitados,1
23966,"85,8",1
23967,551,1
23968,peãs,1
23969,megalópoles,1
23970,acompanhamos,1
23971,120,1
23972,614.093,1
23973,aceita-los,1
23974,sobrenaturais,1
23975,levava,1
23976,braille,1
23977,mascará-lo,1
23978,sucídio,1
23979,exemplificam,1
23980,assentamento,1
23981,inacessíveis,1
23982,administrá-los,1
23983,bojo,1
23984,force-a,1
23985,racismo.utilizado,1
23986,agressor.assim,1
23987,capacitado.em,1
23988,tempo.quando,1
23989,contestadas,1
23990,perímetro,1
23991,psicoativas,1
23992,sustente,1
23993,924.263,1
23994,sensos,1
23995,sa,1
23996,discursão,1
23997,plesbicito,1
23998,persistentemente,1
23999,irritado,1
24000,tristonho,1
24001,atormentado,1
24002,performance,1
24003,escolar..,1
24004,bipolares,1
24005,alternam,1
24006,citalopran,1
24007,atacá-las,1
24008,instalam,1
24009,culpá-los,1
24010,psicomotora,1
24011,8.763,1
24012,medicamentosas,1
24013,inibidores,1
24014,seletivos,1
24015,recaptação,1
24016,fluoxetina,1
24017,paroxetina,1
24018,prepararia,1
24019,mineração,1
24020,surguriram,1
24021,voltarmos,1
24022,coreano,1
24023,grotescos,1
24024,alimentarem,1
24025,estimação,1
24026,cachorros,1
24027,nojento,1
24028,barbárico,1
24029,dando-lhes,1
24030,serviriam,1
24031,cogitado,1
24032,retorna,1
24033,norte-americanos,1
24034,percebidos,1
24035,afiliado,1
24036,pensar-se,1
24037,acreditassem,1
24038,mau-intencionados,1
24039,enojados,1
24040,demoníaca,1
24041,kierkgaard,1
24042,denigrir,1
24043,sofrimentos,1
24044,bolsa-família,1
24045,seguro-desemprego,1
24046,chinês,1
24047,consolida-las,1
24048,espalharem,1
24049,multiplicar,1
24050,questionáveis,1
24051,distânciamento,1
24052,cliques,1
24053,desfeitas,1
24054,distanciadas,1
24055,angustiadas,1
24056,jantares,1
24057,ensaiada,1
24058,escritor,1
24059,egocêntricas,1
24060,arruinarem,1
24061,começassem,1
24062,consolidados,1
24063,manuzea,1
24064,regularização,1
24065,tendemca,1
24066,conjuntivos,1
24067,consonância,1
24068,desarmonia,1
24069,destruiu,1
24070,erradicados,1
24071,denigrem,1
24072,intimidados,1
24073,multiplicação,1
24074,amedrontador,1
24075,esforçarem,1
24076,variava,1
24077,desprivilegiados,1
24078,infinidades,1
24079,bem-desenvolvida,1
24080,negável,1
24081,permanecerão,1
24082,chefões,1
24083,exterminando,1
24084,consertaria,1
24085,finança,1
24086,permeando,1
24087,inferiorização,1
24088,regulada,1
24089,deturpados,1
24090,terminou,1
24091,combates,1
24092,terminariam,1
24093,receberão,1
24094,nacionalmente,1
24095,repercutiram,1
24096,aderidas,1
24097,louvável,1
24098,alemãs,1
